listing_id,lat,lon
1069246,33.99728,-118.48254
1074732,33.99845,-118.47759
1082963,34.12976,-118.64247
1083801,34.10581,-118.33976
1083874,34.01638,-118.35122
1084610,34.07838,-118.11331
1090564,34.10012,-118.27413
820227,34.09426,-118.87059
925303,34.11428,-118.3145
926181,34.08485,-118.34257
932354,33.994068,-118.46257
934488,33.98353,-118.4697
934609,34.08267,-118.34311
934688,33.98887,-118.47356
937869,34.14954,-118.5951
939688,34.03309,-118.74573
821996,34.04778,-118.23537
822340,34.1058730646292,-118.39308854521528
823617,34.10814,-118.33978
1090649,33.99706,-118.44991
1092952,34.08678,-118.24957
1094523,34.07452,-118.60076
1095376,34.0853776,-118.2756427
1097756,34.14807,-118.59683
1101477,34.16141,-118.10509
1101568,34.16913,-118.46047
1103522,34.04306,-118.68291
1104042,34.08541,-118.34383
826887,33.99807,-118.47778
828216,34.0476258,-118.4346024
939739,34.08871,-118.59569
945586,34.102699,-118.360073
945663,34.06461,-118.34185
947846,34.09782,-118.34075
950208,34.08044,-118.36695
951515,34.00317,-118.47928
953971,34.06478,-118.39512
958435,33.9848591,-118.461863
959751,34.0476258,-118.4346024
828384,34.09197185735055,-118.28157848869536
828540,34.04827,-118.23603
960062,34.15707,-118.31684
960372,33.98267,-118.46868
961834,34.04753494262695,-118.43470001220705
961852,34.08619,-118.26862
964803,34.10584,-118.25647
966019,33.86926,-118.39669
967783,33.9995698,-118.4317126
969436,34.14791,-118.46739
1107730,34.08387,-118.27427
1110856,34.00774,-118.48142
1112690,34.04392,-118.47059
1115108,34.00037,-118.45511
1115276,34.09417,-118.27251
1121391,34.26401,-118.3161
1125114,34.08812,-118.45884
1125117,34.04827,-118.23603
1125142,34.04827,-118.23603
1126884,34.14192,-118.21572
832900,33.99854,-118.42428
838943,34.15791,-118.41551
839546,34.08043734889001,-118.20403421927774
840797,34.0798,-118.2685
970942,34.0699,-118.36905
971154,34.06987,-118.36887
973113,34.07315,-118.25886
976067,34.0265,-118.44157
978130,34.08713,-118.41161
1259730,34.10868,-118.33835
1260674,34.06619,-118.28643
1261013,34.0864,-118.33492
840959,33.99820327758789,-118.3915023803711
1127572,34.0886,-118.37659
1130059,34.09602690831113,-118.35465129521111
1132215,34.08419,-118.27837
1135010,34.04269,-118.23678
1138652,34.06549,-118.34901
1138715,34.10216,-118.33778
1140691,34.11953,-118.32508
1147968,34.081763349122745,-118.32649289418814
1159652,33.85813,-118.39369
844214,34.09361,-118.27665
844240,33.89067,-118.41283
844353,34.13281673274724,-118.46749354986858
844386,33.95116,-118.4451
845476,34.04734,-118.23624
1262262,34.09467,-118.26853
1264179,34.08822,-118.35561
1271045,34.08163,-118.35219
1278671,34.08338784697017,-118.09720984210438
1279948,34.10028,-118.25311
1281248,34.03588,-118.22915
1283585,34.11292,-118.37515
1287456,34.09711,-118.27649
1288452,34.12821,-118.34467
849360,34.09386,-118.27895
851978,33.77555,-118.19571
853359,34.04827,-118.23603
1160233,34.09565,-118.18574
1160256,34.01925,-118.49343
1160367,34.2018,-118.54782
1167685,34.14615,-118.39764
1168086,34.08774,-118.3353229
1170934,34.08932,-118.29512
1172076,34.04682,-118.5292
1173896,34.05367,-118.37901
1178596,34.033012730105725,-118.38074423007856
1444920,34.05084,-118.31712
1290697,34.07926,-118.32069
1291392,33.77511,-118.17571
1292476,33.99521,-118.45409
1292527,34.09842,-118.36302
1292654,33.99334,-118.43392
1293181,34.03232,-118.47182
1294678,33.99913976451335,-118.45578184162274
1446051,34.09398,-118.36148
1446408,34.03448,-118.38417
1446428,34.076803475652014,-118.30144676598596
1451415,33.99325,-118.47865
1294861,34.1303,-118.34471
1297940,34.24909,-118.5344
1298276,34.04368,-118.74075
1305483,34.11028,-118.22064
1305637,34.08919,-118.32434
1308927,34.15494,-118.45583
1309326,34.09825,-118.33655
1312034,34.0379085,-118.4774035
1180144,34.02497,-118.79521
1180428,34.11269,-118.21239
1186217,34.107576053719114,-118.43528076729726
1187054,34.0504,-118.2459
1187091,33.73096,-118.29905
1187109,34.08879,-118.35276
1189852,34.10892,-118.3223
1192945,33.87982,-118.40363
1194632,34.14168,-117.8829
1198149,34.07853,-118.11526
1453493,33.75706,-118.13322
1455223,33.87377,-118.19683
1455361,34.09323,-118.28062
1313173,33.99134,-118.45566
1313414,34.1682888984077,-118.33080836267926
1317166,33.97948,-118.46729
1327133,34.09421985262004,-118.25124977495696
1332728,33.98532,-118.4531
1336082,33.99195,-118.45463
1339442,34.0903,-118.28209
1343729,33.75694,-118.12398
1200697,34.12075,-118.17743
1204042,34.15356,-118.08504
1209832,34.08877,-118.35181
1212897,33.99743,-118.44018
1213127,33.99977,-118.44954
1214032,34.08478,-118.38886
1217295,34.10948,-118.19055
1217517,33.84645,-118.39058
1217850,34.10791,-118.16664
1474369,34.15633,-118.69673
1476120,34.09957,-118.26784
1476694,34.07514,-118.25594
1488096,34.0476258,-118.4346024
1488104,33.822453,-118.373482
1488347,34.04765701293945,-118.43498992919922
1219615,34.09226,-118.33893
1220144,33.99798,-118.39764
1220178,34.04181,-118.88698
1220414,34.05423560616228,-118.35729641101396
1220989,34.1063,-118.2698
1221430,34.04439,-118.38563
1223274,34.01301,-118.48384
1226155,34.08058,-118.2819677
1493379,34.09328,-118.28153
1346324,34.03168,-118.44018
1349142,34.09767,-118.3381
1351169,34.09274,-118.34756
1354761,33.98682,-118.42494
1355192,34.15715,-118.69686
1360031,34.09463,-118.3027
1361695,33.91835,-118.40822
1364192,34.09515,-118.21371
1365140,33.9187,-118.40983
1365536,33.98707,-118.45548
1494277,33.88828,-118.38957
1226324,34.00681,-118.31471
1233296,34.07848547135846,-118.11629749846294
1236639,33.74833,-118.40634
1236800,34.05457,-118.37962
1240012,34.04827,-118.23603
1240735,34.10051,-118.37997
1240859,34.1,-118.32807
1240876,34.10145,-118.32816
1494596,34.09065,-118.36519
1494623,33.99855,-118.41624
1495256,33.96052365037384,-118.45320354078248
1499991,34.04235,-118.35162
1508079,33.98405838012695,-118.47040557861328
1508237,34.16731,-118.64508
1365676,34.14766,-118.40721
1373250,34.04510929310949,-118.35945575231976
1373260,34.17935,-118.1358
1375509,34.04792,-118.22253
1377873,33.95695,-118.44053
1378519,34.03359193466626,-118.46912946710847
1381300,34.15879,-118.37348
1381369,34.09335,-118.27285
1387810,34.07104,-118.36672
1509069,33.91942,-118.20913
1511413,33.99415,-118.47224
1515883,33.819183,-118.175247
1240889,34.10024,-118.32759
1240919,34.10136,-118.32788
1240928,34.10231,-118.32907
1246134,33.99905,-118.46518
1246711,34.10527,-118.62838
1246861,34.17716,-118.13545
1249253,34.10277579404308,-118.28151064953968
1249469,33.91304,-118.35306
1516472,34.1819,-118.38086
1520731,33.99052,-118.46527
1526011,34.04995,-118.41494
1526270,34.6786129,-118.2065851
1392651,34.00294,-118.47571
1392920,34.13205,-118.36303
1399365,34.02461,-118.48571
1404538,34.09657,-118.43427
1408665,34.10766,-118.37301
1409099,33.98403,-118.47005
1416913,33.96714,-118.39998
1417038,33.8229,-118.19185
1417709,34.19093,-118.59068
1526280,33.87716,-118.36775
1537377,34.16103,-117.97922
1252837,34.10692,-118.62826
1256361,34.08593,-118.2506
1256645,34.08834,-118.36624
1257025,34.02251,-118.50066
1259393,34.14101,-117.88273
1652433,33.70797242971344,-118.2867835953091
1653289,34.04262,-118.46882
1659223,34.07347,-118.36546
1537988,34.15709,-118.38313
1421694,34.0864,-118.27206
1423375,34.10183,-118.26616
1429012,34.02876,-118.49254
1821054,34.0389,-118.58718
1821180,34.16578,-118.69811
1821859,33.99336,-118.46196
1823163,34.00348,-118.39123
1828227,33.86597000397781,-118.40290651309836
1831098,34.14482,-118.42232
1538312,34.0986511,-118.2149332
1543164,34.08705,-118.3504
1545503,34.04603,-118.36303
1556821,33.99019,-118.47637
1660593,34.11816,-118.32445
1663953,33.83615,-118.38814
1664530,33.82367,-118.37388
1665692,33.99534,-118.46222
1669744,34.110130310058594,-118.34120178222656
1671963,34.1476000207527,-118.38858025195287
1677930,33.98721,-118.42083
1681745,33.98619,-118.46301
1557220,34.2971,-118.43554
1831489,33.96964,-118.35469
1831607,34.01067,-118.43329
1831849,34.16238,-118.61543
1832170,34.13497,-118.23456
1832266,34.10234,-118.21222
1832655,34.15656,-117.98795
1835991,34.04827,-118.23603
1837167,34.0476258,-118.4346024
1837195,34.06142,-118.24302
1683677,34.13791,-118.34001
1683776,34.08212,-118.35752
1683785,34.01791,-118.399
1687458,34.09788,-118.33864
1687791,34.04924,-118.53396
1688018,34.10547,-118.23504
1688283,34.08133,-118.33706
1688377,34.09373,-118.33565
1689118,34.01696,-117.89129
1702109,33.89878,-118.41573
1557272,34.29564,-118.4381
1560795,34.0907,-118.37879
1561140,34.10883,-118.39141
1562549,34.09069,-118.24688
1841734,34.04943,-118.41634
1847531,33.76702,-118.18656
1847918,34.06079,-118.36822
1850001,34.0782087782203,-118.3810119972113
1851496,33.994008516429204,-118.47615866452712
1853946,34.09432,-118.27554
1856355,33.9985,-118.46336
1567217,34.08835,-118.38317
1570418,34.08291,-118.88406
1708422,34.12599,-118.19291
1708668,33.90052,-118.41685
1712418,33.9856743,-118.4667971
1712669,34.06453,-118.36224
1718074,33.9214,-118.41925
1724222,34.15726,-118.63245
1726056,33.99345,-118.46259
1726243,34.03594,-118.40945
1737628,34.07701,-118.27781
1570497,34.08585,-118.34293
1571017,34.04827,-118.23603
1582977,34.04956,-118.4667
1859235,34.01334,-118.4088
1860971,34.07857,-118.59761
1861007,34.11789,-118.34936
1861474,34.08739,-118.35401
1861508,33.98504,-118.4251
1864439,34.04811,-118.48641
1865269,34.08126,-118.28002
1865992,34.04122,-118.89083
1868636,33.96638,-118.45752
1588977,34.11432,-118.27487
1589503,34.11259,-118.38873
1593753,34.10616,-118.34621
1602551,33.98455,-118.46902
1602770,34.09002,-118.18544
1741157,33.88895,-118.41013
1742144,34.15363,-118.14605
1742908,33.98551,-118.45433
1743335,34.19072,-118.47426
1745439,33.99376,-118.46168
1747484,34.06092,-118.29485
1747848,33.71288,-118.29126
1748036,34.0249,-118.41321
1750808,34.0395,-118.48144
1751814,34.13461,-118.21715
1752714,34.07801,-118.39084
1602772,34.09006,-118.18683
1605682,34.04807,-118.45549
1875734,34.09864,-118.33761
1892721,34.16918,-118.44459
1892860,34.05171,-118.37559
1903232,34.127052307128906,-118.19367218017578
1903320,34.03420533192818,-118.27249922914466
1905849,33.84516,-118.37559
1909933,34.14757,-118.34368
1918753,34.01704,-118.41162
1924995,34.17302,-118.11019
1925626,34.16204,-118.48089
1756127,34.0852,-118.34847
1759701,34.04433,-118.25124
1759780,34.044331,-118.251244
1759806,34.04808,-118.25537
1763095,34.01672,-118.46664
1769184,33.99764,-118.47014
1779146,34.10252,-118.26965
1781488,34.17314,-118.1112
1781674,33.98315,-118.46924
1617945,33.98307,-118.46929
1623443,33.9884,-118.47433
1624985,34.054917009128545,-118.25154933290902
1625400,34.15728,-118.3414
1925843,34.0945059090831,-118.25111673613426
1929094,34.10176,-118.26951
1941221,34.09932,-118.25426
1944783,33.8395,-118.3088
1948757,34.11232,-118.28966
1959307,34.04377,-118.38383
1960842,34.03422,-118.47398
1628111,34.0976,-118.33695
1628415,34.04327,-118.88437
1632636,34.126138166234085,-118.17808149129482
1634003,34.17319,-118.12242
1783168,34.10658,-118.32389
1786575,33.97297,-118.38414
1789845,33.77,-118.18702
1793466,34.16655,-118.51724
1797650,34.215847118280564,-118.53348011391633
1797692,34.03861,-118.38421
1798928,34.19316482543945,-118.63631439208984
1802756,34.16372,-118.46483
1965557,34.00501,-118.48742
1966544,34.17174,-118.10923
1967264,34.13529565836857,-118.34449674196716
1971325,34.1006,-118.25454
1971900,34.00796,-118.48839
1972008,34.04692,-118.35772
1972199,34.05677,-118.38616
1976085,33.83960571515462,-118.38768256793642
1979684,34.09328,-118.30301
1988040,33.99579,-118.44673
1805824,34.18028,-118.40047
1815335,34.08549,-118.34833
1815874,34.10392,-118.34016
1817893,34.06674,-118.38725
1818856,34.10908,-118.01735
1819115,34.1047,-118.34021
1819124,34.10245,-118.34215
1819132,34.10413,-118.34205
1637056,34.0618,-118.36427
1640389,34.20884,-118.1645
1645234,34.18978,-118.15936
1649330,33.87188,-118.38593
1650928,34.11516,-118.34403
2223241,34.10827,-118.62933
1990543,34.00365,-118.48373
1993964,34.0814905,-118.6860213
1995488,34.03475,-118.48976
1995651,33.97839,-118.41223
1997451,34.01786,-118.41325
1999224,34.06926,-118.27428
1999243,34.01852,-118.47295
2007610,34.14979,-117.98708
2012813,33.99205,-118.43667
2021231,34.01173,-118.47753
2023847,34.05984,-118.24414
2026121,34.16919,-118.10506
2027723,34.10201,-118.36791
2032731,34.04753494262695,-118.43470001220705
2033186,34.10231,-118.35831
2033747,34.04971,-118.45909
2034041,33.99769,-118.45494
2038551,34.08548,-118.36232
2038614,33.99889,-118.47444
2227111,34.09017,-118.38503
2227203,34.1468,-118.34164
2227286,33.760468,-118.152626
2228693,33.761288,-118.15181
2233548,34.05879,-118.37866
2495714,34.09048,-118.28106
2503000,33.9912,-118.45488
2509447,33.98821,-118.47022
2514814,33.98832,-118.47341
2516056,34.1694342100996,-118.51739258636375
2516719,33.999531,-118.431671
2521708,34.0609,-118.74282
2038783,34.1736,-118.10244
2042677,34.03062,-118.75278
2055595,33.8528,-118.39888
2058030,34.16044,-118.10502
2058290,34.0076,-118.46759
2061698,33.97638,-118.46521
2062949,33.99959895085379,-118.42398211408305
2236561,33.95476,-118.42228
2248523,34.04678,-118.31867
2250557,33.95779,-118.4326
2254340,34.08496,-118.34291
2255042,34.02809,-118.48075
2521895,33.80408,-118.34815
2526345,34.03917,-118.38761
2537007,34.17375,-118.37605
2540499,33.99012,-118.45554
2544655,33.98829635896555,-118.4499410101516
2546825,34.10497,-118.31972
2547530,33.83386517885705,-118.17915884122463
2547624,33.83315,-118.18019
2065480,34.05774,-118.3708
2069994,34.08127,-118.37443
2070289,34.14354,-118.11175
2071104,34.17937,-118.13556
2073869,34.14465,-118.44488
2079551,34.08866,-118.27839
2081199,34.16316,-118.16377
2083347,34.13089,-118.13761
2086456,33.98986,-118.467
2260589,34.10144,-118.34548
2261953,34.05921,-118.37794
2262763,34.08932,-118.27321
2268612,34.00702,-118.44012
2277477,34.1158,-118.08199
2289772,34.15999,-118.14116
2298233,33.80543,-118.29323
2553441,34.10213,-118.25777
2558409,33.98624,-118.45145
2559573,34.11903,-118.25998
2560012,34.10756,-118.26674
2564762,34.03888,-118.6072
2565399,34.10535,-118.26624
2576777,34.07392,-118.26207
